Dahej,Guangdong Dapeng,Isle of Grain,Cape Town,Altamira,Dubai,Gwangyang,Aliaga,Melkoya Is,Shimizu,Chita,Karachi,Nagasaki,Ras Laffan,Marsa el Brega,Haikou,Yanai,Fukuoko,Map Ta Phut,Taichung,Canaport,Skikda,Sabine Pass,Mizushima,Futtsu,Shtokman,Yung An,Jiangsu,Quintero,Gladstone,Senboku,South Hook,Quebec,Bontang,Kitimat,Kochi,Barcelona,Darwin,Pyeongtaek,Himeji,Mejillones,Mina Al-Ahmadi,Costa Azul,Qalhat,Bahia Blanca,El Ferrol,Port Moresby,Golden Pass,Lake Charles,Manzanillo,Andres,Osaka,Guanabara Bay,Gate,Krk Island,Sendai,Bahia,Elba Is,Panuelas,Rovigo,Dabhol,Kagoshima,Swinoujscie,Cove Point,Panigaglia,Freeport,Sines,Cartagena,Tongyeong,Tenerife,Kenai,Teeside,Iran,Oita,Tobata,Bioko Is,Blang Lacang,Fujian,Balhaf,Livorno,Higashi-Ogishima,Pecem,Port Dolphin,Everett,Damietta,Wilhelmshaven,Neptune,Port Arthur,Tangguh,Pascagoula,Escobar,Shanghai,Heibei,Montoir,North East Gateway,Pampa Melchorita,Dalian,Idku,Sakhalin II,Dampier,Negishi,Soyo,Bilbao,Shin-minato,Bonny Is,Hatsukaichi,Huelva,from,Lumut,Yokkaichi,Zeebrugge,Sakai,Bintulu,Niigata,Gibraltar,Incheon,Sagunto,Arzew,Hazira,Cameron,Fos Sur Mer,Marmara Ereglisi,Point Fortin,Revithoussa,Singapore,Das Is,Kawagoe,Pluto,Yokohama,Sodegaura,Dragon LNG
6268,10069,552,5932,4774,6070,11093,2813,1595,11444,11402,5999,11028,6224,2564,9973,11205,11132,9370,10591,2646,1775,4646,11296,11517,1851,10237,11268,8812,12417,11319,3,2591,9934,14588,6755,1690,10361,11209,11342,9403,6449,13095,5687,6375,537,11374,4649,4666,12130,3676,11321,4988,570,2848,11724,4297,3470,3563,2875,6320,11020,1298,3174,2049,4684,910,1416,11139,1507,14834,776,6354,11182,11152,4278,8132,10651,4769,2044,11522,3732,4319,2722,3061,803,2709,4655,10596,4435,6109,10878,11448,408,2709,10020,11288,2986,12076,9792,11516,4632,560,11577,4208,11247,1106,Dragon LNG,9347,11403,505,11318,9243,11619,1176,11211,1577,1429,6304,4637,1868,2947,3736,2679,8613,6198,11403,9789,11517,11526,
,4133,6501,5333,10001,1131,5158,3795,7735,5508,5466,495,5092,1285,3972,4037,5269,5196,3434,4655,8063,4515,9873,5360,5581,7800,4301,5332,10237,6481,5383,6236,8165,3998,9532,815,4770,4425,5273,5406,10828,1510,10476,786,9033,5775,5437,9876,9893,11476,8672,5385,8542,6519,4445,5788,8608,8797,8519,4472,333,5084,7246,8536,4660,9911,5378,4873,5203,5819,8898,6725,1415,5246,5216,7681,2196,4715,1575,4627,5586,8128,9546,8138,3223,6752,8124,9882,4660,9662,9021,4942,5513,6099,8124,11445,5352,3331,6140,3856,5580,7091,6013,5641,7708,5311,5220,Dahej,3411,5467,6454,5382,3307,5683,5097,5275,4843,4867,234,9864,4765,3950,8547,3782,2677,1260,5467,3853,5581,5590,6239
4122,,10294,7134,13795,4946,1260,7589,11529,1630,1587,4362,1194,5100,7765,313,1372,1298,1576,758,11857,8308,13666,1462,1703,11593,343,1434,10255,3973,1494,10029,11959,1582,5641,3338,8563,2578,1375,1514,10568,5325,6603,4585,10758,9569,3345,13670,13687,7610,12466,1496,10343,10312,8239,1910,10409,12590,12313,8266,3826,1187,11040,12330,8454,13705,9171,8667,1305,9613,5007,10519,5230,1348,1318,9482,1948,818,5369,8421,1709,10765,13340,11931,7017,10545,11918,13676,2123,13456,10822,1044,1615,9893,11918,10015,1454,7125,2243,2788,1702,8892,9807,1743,9509,1414,9014,Guangdong Dapeng,1186,1588,10248,1493,1231,1785,8891,1378,8637,8660,4041,13658,8559,7744,12341,7576,1460,5074,1589,2785,1703,1712,10032
6516,10317,,6180,5143,6318,11341,3061,1442,11692,11650,6247,11276,6471,2812,10221,11453,11380,9617,10839,3028,2023,5015,11543,11764,1420,10484,11516,9047,12665,11566,519,2986,10182,14823,7003,1938,10609,11456,11590,9638,6696,13330,5935,6632,774,11621,5018,5036,12365,4023,11569,5245,157,3095,11972,4553,3852,3905,3123,6568,11268,867,3557,2296,5053,1157,1663,11386,1755,15082,336,6602,11430,11400,4525,8379,10899,5016,2292,11770,3995,4689,3104,3309,373,3091,5025,10843,4805,6366,11125,11696,641,3091,10255,11535,3234,12324,10039,11763,4880,779,11825,4456,11495,1353,Isle of Grain,9594,11650,130,11566,9491,11866,1423,11459,1825,1677,6552,5006,2116,3195,4065,2927,8861,6446,11651,10036,11765,11774,522
5334,7143,6194,,7595,6145,8167,6757,7395,8518,8475,5562,8101,6298,6508,7047,8279,8206,6443,7665,6712,5719,7499,8369,8590,7493,7310,8341,5286,7284,8392,5929,6986,6155,11062,4594,5634,6194,8282,8415,5877,6523,9569,5784,3805,5468,7233,7503,7520,8604,5942,8395,3292,6212,6791,8798,3346,6879,5782,6819,5039,8094,6939,6935,5993,7534,5106,5360,8212,4458,11797,6418,6429,8256,8226,2377,5205,7725,6568,5988,8596,3696,7288,6731,7005,6444,6718,7509,6738,7378,3784,7951,8522,5792,6717,6494,8361,6930,9150,5233,8589,1787,5706,8651,2404,8321,5117,Cape Town,6402,8476,6147,8392,6299,8692,5119,8285,5521,5373,5254,7491,5812,6891,5394,6623,5686,6273,8477,5230,8591,8599,5932
10010,13810,5169,7595,,9812,14835,6554,5569,15186,15143,9741,14769,9965,6305,13714,14947,14873,13111,14333,2444,5516,512,15037,15258,6172,13978,15009,9254,13675,15060,4772,3293,13676,15030,10497,5431,13721,14950,15083,9845,10190,13537,9429,6836,4694,14477,515,558,12572,1727,15063,5449,5187,6589,15466,4757,1475,1895,6616,10062,14762,5619,1922,5790,449,4718,5157,14880,4522,15765,5199,10096,14923,14893,6415,11873,14392,8510,5786,15264,3933,915,2293,6803,5404,2280,521,14265,744,6570,14619,15190,4916,2279,10462,15029,6728,15818,12760,15257,6770,4923,15318,6345,14989,4847,Altamira,13088,15144,5123,15060,12985,15360,4917,14953,5319,5170,10045,528,5609,6688,2334,6420,12354,9940,15145,12757,15259,15267,4775
1129,4949,6290,6137,9790,,5974,3584,7524,6325,6282,729,5908,217,3761,4853,6086,6012,4250,5471,7852,4304,9661,6176,6397,7589,5117,6148,11039,7298,6199,6024,7954,4815,10349,1636,4559,5241,6089,6222,11630,457,11292,408,9838,5564,6254,9665,9682,12292,8461,6202,9094,6308,4234,6605,8408,8585,8308,4261,1200,5901,7035,8325,4449,9700,5166,4662,6019,5608,9714,6514,362,6062,6032,8339,3012,5531,1364,4416,6403,7916,9335,7926,3012,6540,7913,9671,5476,9451,9825,5758,6329,5888,7913,12247,6168,3120,6957,4672,6396,7895,5802,6457,8270,6128,5009,Dubai,4227,6283,6243,6199,4123,6499,4886,6092,4632,4655,1165,9653,4554,3739,8336,3571,3493,162,6284,4669,6398,6406,6028
5146,1260,11319,8158,14819,5970,,8613,12553,666,620,5386,175,6124,8790,1507,264,165,2605,767,12881,9333,14691,361,736,12618,997,508,9912,4063,437,11054,12983,2323,4472,4362,9588,3056,385,412,9677,6349,5479,5609,10757,10593,3523,14694,14711,6502,13490,437,11367,11337,9263,956,11433,13614,13337,9290,4850,332,12064,13354,9478,14729,10195,9691,124,10637,3838,11543,6255,265,185,10506,2972,809,6393,9445,742,11789,14364,12955,8041,11569,12942,14700,2550,14480,11216,452,689,10917,12942,8943,528,8149,1063,3530,735,9916,10831,587,10533,308,10038,Gwangyang,2000,621,11272,436,2147,625,9915,387,9661,9685,5065,14682,9583,8768,13365,8600,2484,6099,622,3527,737,745,11057
3807,7608,3057,6761,6557,3609,8633,,4291,8983,8941,3538,8567,3763,676,7512,8744,8671,6909,8130,4619,1071,6429,8835,9056,4356,7776,8807,9652,9956,8858,2792,4721,7473,13007,4294,1326,7900,8748,8881,10243,3988,13935,3226,7251,2331,8913,6432,6449,12970,5229,8860,5862,3075,975,9263,5176,5353,5076,1002,3859,8559,3803,5092,1217,6467,1934,1429,8678,2375,12373,3281,3893,8721,8691,5107,5671,8190,2308,1183,9061,4684,6103,4694,604,3308,4681,6439,8135,6218,6982,8417,8987,2655,4680,10860,8827,568,9615,7331,9055,5462,2569,9116,5037,8786,1777,Aliaga,6886,8942,3010,8857,6782,9158,1653,8750,1399,1423,3843,6420,1322,247,5103,214,6152,3737,8942,7328,9056,9065,2795
5497,1630,11670,8509,15170,6322,665,8964,12904,,134,5737,631,6475,9141,1877,445,546,2962,1177,13232,9684,15042,357,128,12969,1366,1088,9341,3841,289,11405,13334,2522,4092,4713,9939,3156,964,312,9242,6700,5042,5960,10420,10944,3325,15045,15062,6052,13841,292,11585,11688,9614,348,11784,13965,13688,9641,5201,529,12415,13705,9829,15080,10546,10042,631,10988,3458,11894,6606,422,483,10857,3323,1228,6744,9796,134,12140,14715,13306,8392,11920,13293,15051,2581,14831,10879,969,1269,11268,13293,8493,1108,8500,1008,3689,127,10267,11182,923,10884,447,10389,Shimizu,2326,135,11623,289,2473,822,10266,967,10012,10036,5416,15033,9934,9119,13716,8951,2835,6450,135,3686,129,138,11408
7759,11560,1430,7398,5569,7561,12584,4304,,12935,12892,7490,12518,7714,4054,11464,12696,12623,10860,12082,3449,3265,5441,12786,13007,2024,11727,12758,10212,13908,12809,1600,3246,11425,15988,8246,3180,11852,12699,12832,10803,7939,14495,7178,7789,2054,12864,5445,5462,13531,4614,12812,6402,1405,4338,13215,5710,4273,4529,4365,7811,12511,1470,3977,3539,5480,2400,2906,12629,2972,16324,1228,7845,12673,12643,5744,9622,12142,6259,3535,13013,5118,5115,3525,4552,1301,3512,5451,12086,5231,7523,12368,12939,1966,3511,11420,12778,4477,13567,11282,13006,6098,2101,13068,5674,12738,2596,Melkoya Is,10837,12893,1461,12809,10734,13109,2666,12702,3068,2919,7795,5432,3358,4437,4795,4170,10103,7689,12894,11279,13008,13016,1603
5453,1586,11626,8465,15126,6278,618,8920,12860,135,,5693,583,6431,9097,1833,397,498,2918,1129,13188,9640,14998,309,210,12925,1322,1040,9423,3876,241,11361,13290,2498,4174,4669,9895,3136,917,265,9324,6656,5123,5916,10425,10900,3351,15001,15018,6133,13797,244,11590,11644,9570,429,11740,13922,13644,9597,5158,481,12371,13661,9785,15036,10502,9998,584,10944,3539,11850,6562,374,435,10813,3279,1180,6700,9752,216,12096,14671,13262,8348,11876,13249,15007,2572,14787,10884,922,1221,11224,13249,8574,1060,8456,1089,3670,209,10223,11138,906,10840,399,10345,Chita,2282,9,11579,241,2429,904,10222,919,9968,9992,5372,14989,9890,9075,13672,8907,2791,6406,7,3666,210,219,11364
498,4370,6233,5558,9733,734,5395,3527,7467,5745,5703,,5329,888,3704,4274,5506,5433,3671,4892,7795,4247,9605,5597,5818,7532,4538,5569,10462,6718,5620,5968,7897,4235,9769,1053,4502,4662,5510,5643,11053,1112,10713,441,9258,5507,5675,9608,9625,11713,8405,5622,8767,6251,4177,6025,8352,8529,8252,4204,597,5321,6979,8268,4393,9643,5110,4605,5440,5551,9135,6457,1018,5483,5453,7906,2433,4952,1308,4359,5824,7860,9278,7870,2955,6484,7857,9614,4897,9394,9246,5179,5750,5831,7856,11670,5589,3063,6377,4093,5817,7316,5745,5878,7933,5548,4953,Karachi,3648,5704,6186,5619,3544,5920,4829,5512,4575,4599,534,9596,4498,3682,8279,3514,2914,862,5704,4090,5819,5827,5971
5080,1194,11253,8093,14754,5905,175,8548,12487,630,585,5321,,6059,8724,1442,243,144,2540,728,12816,9267,14625,340,700,12552,931,599,9831,3921,489,10988,12918,2258,4491,4297,9522,2941,486,392,9745,6284,5498,5544,10603,10527,3381,14629,14646,6520,13425,491,11301,11271,9198,920,11368,13549,13272,9225,4785,177,11999,13289,9413,14664,10130,9626,179,10572,3857,11478,6189,244,164,10441,2907,779,6328,9380,706,11724,14299,12890,7976,11504,12877,14635,2443,14415,11063,460,779,10851,12876,8962,619,8084,1096,3464,699,9851,10766,593,10468,288,9973,Nagasaki,1935,585,11207,488,2082,635,9849,488,9596,9619,5000,14617,9518,8702,13300,8535,2419,6033,586,3461,701,709,10991
1288,5108,6448,6296,9949,217,6133,3743,7682,6483,6441,888,6067,,3919,5012,6244,6171,4409,5630,8011,4462,9820,6335,6556,7747,5276,6307,11198,7457,6358,6183,8113,4973,10507,1794,4717,5400,6248,6381,11789,354,11451,567,9997,5722,6413,9824,9841,12451,8620,6360,9253,6466,4393,6763,8567,8744,8467,4420,1359,6059,7194,8484,4608,9859,5325,4821,6178,5767,9873,6673,260,6221,6191,8498,3171,5690,1523,4575,6562,8075,9494,8085,3171,6699,8072,9830,5635,9610,9984,5917,6488,6046,8071,12406,6327,3279,7115,4831,6555,8054,5961,6616,8429,6286,5168,Ras Laffan,4386,6442,6402,6357,4282,6658,5044,6250,4791,4814,1324,9812,4713,3897,8495,3730,3652,183,6442,4828,6556,6565,6186
3983,7784,2808,6512,6309,3785,8808,676,4042,9159,9117,3714,8743,3939,,7688,8920,8847,7085,8306,4371,822,6180,9010,9232,4107,7951,8983,9403,10132,9034,2543,4473,7649,13183,4470,1080,8076,8923,9057,9994,4163,13686,3402,7002,2082,9088,6184,6201,12722,4980,9036,5613,2826,979,9439,4927,5104,4827,1006,4035,8735,3554,4844,984,6219,1685,1181,8853,2127,12549,3033,4069,8897,8867,4858,5846,8366,2483,950,9237,4435,5854,4445,775,3059,4432,6190,8310,5970,6733,8593,9163,2406,4431,10611,9003,693,9791,7507,9230,5213,2321,9292,4789,8962,1528,Marsa el Brega,7061,9117,2762,9033,6958,9334,1404,8926,1151,1174,4019,6172,1077,809,4855,542,6328,3913,9118,7503,9232,9241,2546
4021,309,10194,7033,13694,4846,1503,7489,11428,1873,1831,4261,1438,5000,7665,,1615,1542,1476,1001,11757,8208,13566,1705,1946,11493,596,1678,10468,4186,1737,9929,11859,1663,5884,3237,8463,2660,1618,1757,10781,5224,6846,4485,10734,9468,3427,13569,13587,7853,12366,1739,10242,10212,8138,2154,10309,12490,12213,8166,3726,1430,10940,12230,8354,13604,9071,8567,1548,9512,5250,10418,5130,1592,1562,9382,1847,1061,5269,8321,1952,10664,13240,11831,6917,10445,11818,13576,2205,13356,10721,1288,1858,9792,11817,10258,1698,7025,2486,2870,1945,8791,9706,1987,9409,1657,8914,Haikou,1111,1831,10148,1736,1150,2029,8790,1621,8536,8560,3941,13557,8459,7643,12240,7475,1359,4974,1832,2867,1947,1955,9932
5258,1372,11431,8270,14931,6082,264,8725,12665,446,400,5498,244,6236,8902,1619,,145,2717,913,12993,9445,14803,112,516,12730,1108,687,9692,3915,188,11166,13095,2366,4455,4474,9700,3017,563,164,9570,6461,5429,5721,10558,10705,3376,14806,14823,6439,13602,189,11479,11449,9375,735,11545,13726,13449,9402,4962,265,12176,13466,9590,14841,10307,9803,230,10749,3820,11655,6366,54,82,10618,3084,964,6505,9557,521,11901,14476,13067,8153,11681,13054,14812,2487,14592,11017,619,867,11029,13054,8880,707,8261,1062,3550,515,10028,10943,553,10645,60,10150,Yanai,2095,401,11384,188,2242,595,10027,566,9773,9797,5177,14794,9695,8880,13477,8712,2596,6211,401,3547,516,525,11169
5185,1298,11357,8197,14858,6009,164,8652,12591,547,501,5425,144,6163,8828,1546,145,,2644,819,12920,9371,14729,242,617,12656,1035,587,9793,4016,317,11092,13022,2361,4402,4401,9626,3076,464,293,9607,6388,5408,5648,10659,10632,3477,14733,14750,6431,13529,318,11406,11375,9302,836,11472,13653,13376,9329,4889,347,12103,13393,9517,14768,10234,9730,149,10676,3767,11582,6293,145,65,10545,3011,870,6432,9484,622,11828,14403,12994,8080,11608,12981,14739,2570,14519,11118,520,768,10956,12981,8873,607,8188,1009,3568,616,9955,10870,500,10572,189,10077,Fukuoko,2038,502,11311,317,2185,542,9953,466,9700,9723,5104,14721,9622,8807,13404,8639,2523,6137,502,3565,617,626,11095
3422,1576,9595,6435,13095,4247,2605,6890,10829,2962,2920,3662,2540,4401,7066,1480,2717,2644,,2103,11158,7609,12967,2807,3035,10894,1748,2780,10845,4562,2837,9330,11260,1865,6986,2638,7864,2608,2720,2859,11224,4625,7930,3886,10135,8869,3524,12970,12988,8930,11767,2839,9643,9613,7539,3242,9710,11891,11614,7567,3127,2532,10341,11631,7755,13006,8472,7968,2650,8914,6352,9819,4531,2694,2664,8783,1248,2163,4670,7722,3040,10065,12641,11232,6318,9846,11219,12977,2538,12757,10122,2390,2960,9193,11218,11158,2799,6426,3588,2367,3034,8192,9107,3089,8810,2759,8315,Map Ta Phut,1024,2921,9549,2836,978,3130,8191,2723,7937,7961,3342,12958,7860,7044,11642,6876,760,4375,2921,2363,3035,3044,9333
4638,752,10811,7650,14311,5463,761,8105,12045,1171,1126,4878,723,5616,8282,999,908,813,2097,,12373,8825,14183,998,1241,12110,489,911,10134,3903,1030,10546,12475,1823,5156,3854,9080,2655,857,1050,10269,5841,6154,5102,10686,10085,3363,14186,14203,7164,12982,1032,10859,10829,8755,1461,10925,13107,12829,8782,4343,729,11556,12846,8970,14221,9688,9183,812,10129,4521,11035,5747,884,833,9998,2464,145,5885,8937,1247,11281,13856,12447,7533,11061,12434,14192,2201,13972,11146,521,1092,10409,12434,9601,931,7641,1752,3030,1240,9408,10323,1258,10025,950,9530,Taichung,1500,1126,10764,1029,1647,1300,9407,859,9153,9177,4557,14174,9075,8260,12857,8092,1976,5591,1127,3026,1242,1250,10549
8073,11874,3057,6714,2444,7875,12898,4618,3451,13249,13207,7804,12833,8029,4369,11778,13010,12937,11175,12396,,3580,2316,13100,13322,3975,12041,13073,8590,13011,13124,2647,1142,11739,14366,8560,3495,12166,13013,13147,9181,8253,12873,7492,6173,2643,13179,2319,2336,11909,1770,13126,4786,3075,4652,13529,4093,1123,1739,4680,8125,12825,3422,823,3854,2354,2755,3221,12943,2758,15101,3002,8159,12987,12957,5060,9936,12456,6573,3849,13327,3324,1990,295,4866,3207,275,2326,12400,2105,5906,12683,13253,2822,274,9798,13093,4791,13881,11597,13320,5415,2857,13382,4991,13052,2910,Canaport,11151,13207,3011,13123,11048,13424,2980,13016,3382,3234,8109,2307,3673,4752,2150,4484,10418,8003,13208,11594,13322,13331,2650
4525,8326,2018,5722,5518,4327,9351,1070,3252,9701,9659,4256,9285,4481,821,8230,9462,9389,7627,8848,3581,,5390,9553,9774,3317,8494,9525,8613,10675,9576,1753,3683,8191,13725,5012,355,8618,9466,9599,9204,4706,12896,3944,6212,1292,9631,5393,5410,11931,4190,9578,4823,2036,1105,9981,4137,4314,4037,1132,4577,9277,2764,4054,465,5428,895,396,9396,1336,13091,2242,4611,9439,9409,4068,6389,8908,3026,453,9780,3645,5064,3655,1318,2269,3642,5400,8853,5179,5943,9135,9706,1616,3641,9821,9545,1244,10333,8049,9773,4423,1530,9834,3998,9504,738,Skikda,7604,9660,1972,9575,7500,9876,614,9468,384,384,4561,5381,410,1203,4064,936,6870,4456,9660,8046,9775,9783,1756
9881,13682,5041,7499,513,9683,14707,6426,5441,15057,15015,9612,14641,9837,6177,13586,14818,14745,12983,14204,2316,5388,,14909,15130,6044,13850,14881,9158,13579,14932,4643,3165,13547,14934,10368,5303,13625,14822,14955,9749,10062,13441,9300,6740,4565,14381,4,75,12476,1632,14934,5353,5059,6461,15337,4661,1347,1800,6488,9933,14633,5491,1794,5662,117,4590,5029,14752,4394,15669,5071,9967,14795,14765,6287,11745,14264,8382,5657,15136,3838,690,2165,6674,5276,2152,10,14169,472,6474,14491,15062,4788,2151,10366,14901,6600,15689,12664,15129,6641,4795,15190,6217,14861,4719,Sabine Pass,12960,15016,4995,14931,12856,15232,4789,14824,5190,5042,9917,46,5481,6560,2238,6292,12226,9812,15016,12661,15131,15139,4647
5346,1460,11519,8358,15019,6171,359,8814,12753,363,317,5586,339,6325,8990,1708,111,240,2805,1002,13082,9533,14891,,433,12818,1197,782,9622,3970,94,11254,13184,2454,4397,4562,9788,3105,658,69,9488,6549,5346,5810,10674,10793,3430,14894,14912,6356,13691,94,11567,11537,9463,653,11633,13815,13538,9491,5051,353,12265,13555,9679,14929,10396,9892,325,10837,3762,11743,6455,142,176,10707,3172,1052,6594,9645,439,11989,14565,13156,8242,11770,13143,14901,2576,14681,11134,714,962,11117,13142,8797,802,8350,1157,3639,432,10116,11031,648,10734,105,10239,Mizushima,2184,318,11473,93,2331,690,10115,661,9861,9885,5266,14882,9784,8968,13565,8800,2684,6299,319,3635,434,442,11257
5574,1708,11747,8587,15247,6399,739,9042,12981,128,211,5815,704,6553,9218,1956,519,620,3040,1250,13310,9761,15119,430,,13046,1445,1162,9300,3844,363,11482,13412,2577,4048,4791,10016,3207,1038,386,9199,6778,4999,6038,10357,11021,3328,15123,15140,6008,13919,366,11522,11765,9691,304,11862,14043,13766,9719,5279,602,12493,13783,9907,15158,10624,10120,705,11066,3414,11972,6683,496,557,10935,3400,1301,6822,9874,13,12218,14793,13384,8470,11998,13371,15129,2626,14909,10816,1042,1342,11345,13370,8450,1182,8578,964,3740,14,10344,11259,879,10962,521,10467,Futtsu,2404,212,11701,363,2551,779,10343,1041,10090,10113,5494,15110,10012,9196,13794,9028,2912,6527,212,3737,10,16,11485
7826,11626,1399,7489,6167,7628,12651,4370,2008,13002,12959,7557,12585,7781,4121,11530,12763,12689,10927,12149,3967,3332,6039,12853,13074,,11794,12825,10357,13975,12876,1829,3814,11492,16133,8313,3247,11919,12766,12899,10948,8006,14639,7245,7942,2084,12931,6042,6060,13675,5124,12879,6555,1371,4405,13282,5863,4791,5028,4432,7878,12578,678,4495,3606,6077,2467,2973,12696,3065,16391,1287,7912,12739,12709,5835,9689,12209,6326,3602,13080,5305,5713,4043,4619,1239,4030,6049,12153,5829,7676,12435,13006,1951,4030,11564,12845,4544,13634,11349,13073,6190,2089,13134,5766,12805,2663,Shtokman,10904,12960,1430,12876,10801,13176,2733,12769,3135,2986,7862,6030,3425,4504,5257,4237,10170,7756,12961,11346,13075,13083,1832
4289,343,10462,7301,13962,5114,997,7757,11696,1366,1324,4529,931,5268,7933,600,1109,1035,1748,494,12025,8476,13834,1199,1440,11761,,1171,10024,3742,1231,10197,12127,1512,5378,3505,8731,2439,1112,1250,10304,5492,6340,4753,10527,9736,3202,13837,13855,7347,12634,1233,10510,10480,8406,1647,10576,12758,12481,8433,3994,924,11208,12498,8622,13872,9339,8835,1042,9780,4743,10686,5398,1085,1055,9650,2115,554,5537,8588,1445,10932,13508,12099,7185,10713,12086,13844,1985,13624,10986,781,1352,10060,12085,9752,1191,7293,1980,2719,1439,9059,9974,1480,9677,1151,9182,Yung An,1186,1325,10416,1230,1333,1522,9058,1115,8804,8828,4209,13825,8727,7911,12508,7743,1627,5242,1325,2716,1440,1449,10200
5314,1428,11487,8326,14987,6138,512,8781,12721,1092,1047,5554,598,6292,8958,1675,690,591,2773,910,13049,9501,14859,787,1162,12786,1164,,10339,4394,863,11222,13151,2499,4916,4530,9756,3304,286,839,10121,6517,5923,5777,11100,10761,3854,14862,14879,6945,13658,864,11535,11505,9431,1382,11601,13782,13505,9458,5018,694,12232,13522,9646,14897,10363,9859,567,10805,4281,11711,6422,691,611,10674,3140,946,6561,9613,1168,11957,14532,13123,8209,11737,13110,14868,2827,14648,11559,537,215,11085,13110,9387,94,8317,1507,3705,1161,10084,10999,1031,10701,735,10206,Jiangsu,2175,1048,11440,863,2323,1068,10083,289,9829,9853,5233,14850,9751,8936,13533,8768,2652,6267,1048,3702,1163,1172,11225
10237,10257,9066,5286,9257,11048,9912,9651,10212,9337,9420,10465,9831,11201,9402,10474,9692,9793,10847,10155,8590,8613,9161,9621,9292,10365,10026,10335,,6725,9554,8812,9057,9667,6187,9497,8528,8653,10212,9577,624,11426,4680,10687,2730,8352,7466,9164,9181,3638,7603,9556,3895,9084,9685,9231,4575,8541,7444,9713,9942,9729,9812,8607,8886,9195,7998,8253,9879,7340,6927,9291,11332,9669,9730,6759,10030,10215,11470,8882,9297,5358,8955,8569,9899,9317,8556,9170,9137,9039,3189,10170,10516,8676,8555,1296,10355,9824,9150,8789,9291,6380,8590,9525,6723,9712,8011,Quintero,9966,9421,9020,9553,10112,9425,8013,10214,8415,8267,10156,9152,8706,9785,7055,9517,10312,11176,9421,8786,9292,9301,8815
6478,3973,12651,7278,13675,7303,4063,9946,13885,3838,3873,6718,3921,7457,10122,4190,3913,4014,4562,3909,13008,10665,13579,3967,3835,13950,3742,4395,6722,,3900,12386,13475,3383,6357,5694,10920,2293,4282,3923,7177,7682,6329,6942,7148,11925,1109,13582,13599,6740,12021,3902,8314,12669,10596,3957,8993,12959,11862,10623,6183,3823,13397,13025,10811,13613,11528,11024,4089,11698,5996,12876,7587,3890,3951,9626,4440,3968,7726,10778,3840,9776,13373,12987,9374,12902,12974,13589,2853,13457,7608,4070,4575,12249,12973,7272,4415,9482,4491,3126,3833,9036,12164,4422,9653,3955,11371,Gladstone,3681,3873,12605,3899,3828,4411,11247,4285,10994,11017,6398,13570,10916,10100,11473,9933,3952,7431,3874,3123,3835,3844,12389
5371,1493,11544,8383,15044,6195,437,8838,12778,297,252,5611,488,6349,9015,1741,188,318,2836,1035,13106,9558,14916,92,367,12843,1230,859,9556,3904,,11279,13208,2444,4331,4587,9813,3088,736,48,9422,6574,5281,5834,10608,10818,3364,14919,14936,6290,13715,15,11592,11562,9488,587,11658,13839,13562,9515,5075,386,12289,13579,9703,14954,10420,9916,403,10862,3696,11768,6479,220,254,10731,3197,1085,6618,9670,373,12014,14589,13180,8266,11794,13167,14925,2541,14705,11068,792,1040,11142,13167,8732,879,8374,1235,3621,366,10141,11056,726,10758,183,10263,Senboku,2200,252,11497,2,2347,767,10140,739,9886,9910,5290,14907,9808,8993,13590,8825,2709,6324,253,3618,368,376,11282
6265,10066,549,5929,4771,6067,11090,2810,1592,11441,11399,5996,11025,6221,2561,9970,11202,11129,9367,10588,2643,1772,4643,11292,11514,1848,10234,11265,8809,12414,11316,,2588,9931,14585,6752,1687,10358,11205,11339,9400,6445,13092,5684,6372,534,11371,4646,4663,12127,3673,11318,4985,567,2845,11721,4294,3467,3560,2872,6317,11017,1295,3171,2046,4681,907,1413,11135,1504,14831,773,6351,11179,11149,4275,8128,10648,4765,2041,11519,3729,4316,2719,3058,800,2706,4652,10593,4432,6106,10875,11445,405,2706,10017,11285,2983,12073,9789,11512,4629,556,11574,4205,11244,1103,South Hook,9344,11400,502,11315,9240,11616,1172,11208,1574,1426,6301,4634,1865,2944,3733,2676,8610,6195,11400,9786,11514,11523,3
8174,11975,3016,6980,3281,7976,13000,4719,3254,13350,13308,7905,12934,8130,4470,11879,13111,13038,11276,12497,1127,3681,3153,13202,13423,3819,12143,13174,9046,13467,13225,2594,,11840,14822,8661,3596,12267,13115,13248,9637,8355,13329,7593,6629,2733,13280,3156,3173,12365,2478,13227,5242,3034,4754,13630,4549,1965,2440,4781,8226,12926,3266,1667,3955,3191,2846,3322,13045,2921,15558,2847,8260,13088,13058,5326,10038,12557,6675,3950,13429,3818,2827,1204,4967,3052,1191,3163,12502,2942,6363,12784,13355,2799,1190,10254,13194,4893,13982,11698,13422,5680,2948,13483,5256,13154,3012,Quebec,11253,13309,2970,13224,11149,13525,3082,13117,3483,3335,8210,3144,3774,4853,2807,4585,10519,8105,13309,11695,13424,13432,2597
