Dahej,Guangdong Dapeng,Isle of Grain,Cape Town,Altamira,Dubai,Gwangyang,Aliaga,Melkoya Is,Shimizu,Chita,Karachi,Nagasaki,Ras Laffan,Marsa el Brega,Haikou,Yanai,Fukuoko,Map Ta Phut,Taichung,Canaport,Skikda,Sabine Pass,Mizushima,Futtsu,Shtokman,Yung An,Jiangsu,Quintero,Gladstone,Senboku,South Hook,Quebec,Bontang,Kitimat,Kochi,Barcelona,Darwin,Pyeongtaek,Himeji,Mejillones,Mina Al-Ahmadi,Costa Azul,Qalhat,Bahia Blanca,El Ferrol,Port Moresby,Golden Pass,Lake Charles,Manzanillo,Andres,Osaka,Guanabara Bay,Gate,Krk Island,Sendai,Bahia,Elba Is,Panuelas,Rovigo,Dabhol,Kagoshima,Swinoujscie,Cove Point,Panigaglia,Freeport,Sines,Cartagena,Tongyeong,Tenerife,Kenai,Teeside,Iran,Oita,Tobata,Bioko Is,Blang Lacang,Fujian,Balhaf,Livorno,Higashi-Ogishima,Pecem,Port Dolphin,Everett,Damietta,Wilhelmshaven,Neptune,Port Arthur,Tangguh,Pascagoula,Escobar,Shanghai,Heibei,Montoir,North East Gateway,Pampa Melchorita,Dalian,Idku,Sakhalin II,Dampier,Negishi,Soyo,Bilbao,Shin-minato,Bonny Is,Hatsukaichi,Huelva,from,Lumut,Yokkaichi,Zeebrugge,Sakai,Bintulu,Niigata,Gibraltar,Incheon,Sagunto,Arzew,Hazira,Cameron,Fos Sur Mer,Marmara Ereglisi,Point Fortin,Revithoussa,Singapore,Das Is,Kawagoe,Pluto,Yokohama,Sodegaura,Dragon LNG
3995,1582,12308,6152,13682,4820,2323,12871,13509,2522,2498,4235,2258,4974,12622,1668,2366,2361,1865,1829,12799,11833,13586,2456,2572,13607,1512,2506,9665,3383,2444,12042,13100,,6440,3211,11748,1475,2446,2467,10045,5198,7213,4459,9852,11582,2340,13590,13607,8126,12029,2447,9361,12326,12905,2774,9427,12957,11869,12933,3700,2213,13053,12966,12106,13620,11220,11473,2368,10572,5806,12532,5104,2343,2381,8500,1914,1889,5243,12102,2578,9783,13378,12837,13119,12558,12824,13596,1340,13465,9840,2116,2686,11906,12823,9979,2526,13044,3306,1326,2571,7910,11820,2806,8527,2408,11231,Bontang,984,2498,12261,2443,1131,2848,11233,2449,11635,11487,3914,13578,11926,13005,11481,12737,1426,4948,2499,1323,2573,2581,12046
10924,12732,1927,5631,5427,11734,13757,1326,3161,14108,14065,11152,13691,11888,1080,12636,13868,13795,12033,13254,3490,352,5299,13959,14180,3226,12900,13931,8522,12874,13982,1662,3592,11745,14298,10184,,11783,13872,14005,9113,12113,12805,11373,6121,1201,12823,5302,5319,11840,4099,13985,4732,1945,1361,14388,4046,4223,3946,1388,10629,13683,2673,3963,388,5337,804,285,13802,1245,15033,2151,12018,13845,13815,3977,10795,13314,12157,391,14186,3554,4973,3564,1574,2178,3551,5309,12327,5089,5852,13541,14112,1525,3550,9730,13951,1500,14740,10822,14179,4332,1439,14240,3907,13911,647,Barcelona,11992,14066,1881,13981,11888,14282,523,13875,156,352,10843,5290,194,1460,3973,1192,11276,11863,14067,10819,14181,14189,1665
812,3346,10745,4590,12120,1641,4371,11308,11947,4721,4679,1053,4305,1795,11059,3250,4482,4409,2647,3868,11236,10270,12024,4573,4794,12044,3514,4545,9494,5694,4596,10480,11537,3211,8746,,10185,3638,4486,4619,10085,2019,9689,1280,8290,10019,4651,12027,12044,10689,10466,4598,7798,10763,11343,5001,7865,11395,10307,11370,516,4297,11491,11404,10544,12058,9657,9911,4416,9009,8111,10969,1925,4459,4429,6938,1409,3928,2064,10539,4800,8221,11815,11274,11556,10996,11261,12033,3873,11902,8277,4155,4726,10343,11261,10702,4565,11482,5353,3069,4793,6348,10257,4854,6965,4524,9669,Kochi,2624,4680,10699,4595,2520,4896,9671,4488,10072,9924,731,12015,10363,11442,9918,11174,1890,1769,4680,3066,4795,4803,10483
4422,2578,12346,6191,13721,5247,3057,12909,13548,3156,3135,4662,2941,5400,12660,2664,3017,3076,2608,2661,12837,11871,13625,3107,3202,13645,2439,3310,8651,2293,3088,12081,13138,1475,6990,3638,11786,,3224,3111,9088,5625,7457,4886,9140,11620,1249,13628,13645,7997,12067,3090,9399,12364,12944,3402,9466,12996,11908,12971,4127,2867,13092,13005,12145,13659,11258,11512,3086,10610,6385,12570,5531,2994,3055,8539,2480,2721,5670,12140,3208,9822,13416,12875,13157,12597,12862,13634,1171,13503,9599,2929,3491,11944,12862,9115,3330,13083,4020,1043,3201,7949,11858,3521,8566,3059,11270,Darwin,2112,3136,12300,3087,2258,3562,11272,3226,11673,11525,4341,13616,11964,13043,11519,12775,1992,5375,3137,1040,3202,3211,12084
9521,5641,14839,11059,15030,10346,4472,15424,15985,4088,4171,9761,4491,10499,15175,5889,4454,4402,6986,5162,14363,14386,14934,4390,4038,16138,5378,4912,6189,6417,4323,14585,14830,6440,,8737,14301,6990,4788,4346,5802,10724,1576,9984,8503,14125,6037,14937,14954,2612,13376,4325,9668,14857,15458,3820,10348,14314,13217,15486,9226,4562,15585,14380,14659,14968,13771,14026,4423,13113,1156,15064,10630,4455,4375,12532,7347,5209,10768,14655,4043,11131,14728,14342,15672,15090,14329,14943,6308,14812,8962,4854,5093,14449,14328,5053,4932,15597,3506,7523,4036,12153,14363,4034,12496,4481,13784,Kitimat,6350,4172,14793,4322,6497,3934,13786,4791,14188,14040,9440,14925,14479,15558,12828,15290,6859,10474,4172,7520,4038,4047,14588
5262,1376,14429,8274,15804,6086,391,14993,15631,972,926,5502,488,6240,14743,1623,570,470,2721,863,14920,13954,15708,666,1042,15728,1113,286,10218,4284,742,14164,15222,2447,4795,4478,13869,3225,,718,10000,6465,5802,5725,10989,13703,3745,15711,15729,6825,14151,743,11483,14447,15027,1261,11549,15079,13991,15054,4966,584,15175,15088,14228,15742,13342,13595,447,12694,4161,14654,6370,570,490,10622,3088,899,6509,14224,1047,11905,15499,14959,15241,14680,14946,15718,2740,15587,11449,506,462,14027,14945,9266,293,15166,1386,3653,1040,10032,13942,910,10649,614,13353,Pyeongtaek,2124,927,14383,742,2271,947,13355,54,13757,13608,5181,15699,14047,15126,13602,14859,2600,6215,927,3650,1042,1051,14167
5393,1511,14560,8405,15935,6217,410,15123,15762,319,274,5633,390,6371,14874,1759,162,291,2857,1053,15051,14085,15839,66,389,15859,1248,833,9578,3926,50,14295,15352,2466,4353,4609,14000,3110,709,,9444,6596,5302,5856,10630,13834,3386,15842,15859,6312,14282,50,11614,14578,15158,609,11680,15210,14122,15185,5097,404,15306,15219,14359,15873,13473,13726,376,12825,3718,14785,6501,193,228,10753,3219,1103,6640,14354,395,12036,15630,15090,15372,14811,15077,15849,2563,15717,11090,765,1013,14158,15076,8754,853,15297,1208,3643,388,10163,14072,699,10780,156,13484,Himeji,2222,274,14514,49,2369,741,13486,712,13888,13739,5312,15830,14178,15257,13733,14989,2731,6346,275,3640,390,398,14298
10825,10568,9654,5874,9845,11636,9677,10239,10800,9192,9275,11053,9745,11789,9990,10785,9570,9607,11224,10275,9178,9201,9749,9482,9145,10953,10304,10117,626,7177,9415,9400,9645,10045,5802,10085,9116,9088,9994,9438,,12014,4296,11275,3318,8940,7904,9752,9769,3222,8191,9418,4484,9673,10273,9001,5163,9129,8032,10301,10530,9643,10400,9195,9475,9783,8586,8842,9629,7929,6542,9879,11920,9547,9580,7347,10618,10335,12059,9470,9151,5946,9543,9157,10487,9905,9144,9759,9515,9627,3778,10059,10298,9264,9143,785,10137,10412,8765,9220,9144,6968,9178,9239,7311,9573,8599,Mejillones,10343,9276,9608,9414,10490,9139,8601,9996,9003,8855,10745,9740,9294,10373,7643,10105,10747,11764,9277,9217,9146,9155,9404
1517,5337,12681,6525,14056,457,6362,13244,13882,6713,6670,1117,6296,355,12995,5241,6474,6400,4638,5859,13172,12206,13960,6564,6785,13980,5505,6536,11427,7686,6587,12416,13473,5203,10737,2024,12121,5629,6477,6610,12018,,11680,796,10226,11955,6642,13963,13980,12680,12402,6590,9734,12699,13279,6993,9801,13331,12242,13306,1588,6289,13427,13339,12480,13994,11593,11847,6407,10945,10102,12905,194,6450,6420,8874,3400,5919,1752,12475,6791,10156,13751,13210,13492,12932,13197,13969,5864,13838,10213,6146,6717,12279,13197,12635,6556,13418,7345,5060,6784,8283,12193,6845,8901,6516,11605,Mina Al-Ahmadi,4615,6671,12634,6587,4512,6887,11607,6480,12008,11860,1553,13951,12299,13378,11854,13110,3881,433,6672,5057,6786,6794,12419
10464,6603,13346,9566,13537,11289,5479,13930,14492,5039,5122,10704,5498,11443,13681,6851,5430,5408,7930,6162,12870,12892,13441,5342,4989,14645,6340,5919,4682,6329,5275,13092,13337,7213,1576,9680,12807,7457,5795,5298,4296,11667,,10928,7010,12631,6233,13444,13461,1105,11883,5277,8175,13364,13965,4793,8855,12821,11723,13992,10169,5513,14092,12887,13166,13475,12278,12533,5430,11620,2316,13570,11573,5407,5382,11039,8290,6212,11712,13162,4995,9637,13234,12849,14179,13597,12836,13450,6940,13319,7469,5861,6099,12955,12835,3546,5939,14104,4547,8154,4988,10660,12869,5041,11002,5433,12291,Costa Azul,7294,5123,13300,5274,7441,4940,12293,5798,12695,12546,10384,13432,12985,14064,11335,13797,7802,11417,5124,8151,4990,4998,13095
788,4594,11935,5779,13309,415,5618,12498,13136,5969,5927,441,5553,569,12249,4498,5730,5657,3894,5116,12426,11460,13213,5820,6041,13234,4761,5793,10684,6942,5843,11670,12727,4459,9993,1280,11375,4886,5733,5867,11275,794,10936,,9479,11209,5898,13217,13234,11937,11656,5846,8988,11953,12532,6249,9054,12585,11496,12560,845,5545,12680,12593,11733,13248,10847,11101,5663,10199,9359,12159,699,5707,5677,8127,2656,5176,985,11729,6047,9410,13005,12464,12746,12185,12451,13223,5120,13092,9467,5402,5973,11533,12450,11891,5812,12671,6601,4317,6040,7537,11447,6102,8154,5772,10858,Qalhat,3871,5927,11888,5843,3768,6143,10860,5736,11262,11114,824,13205,11553,12632,11108,12364,3138,543,5928,4313,6042,6051,11673
9031,10758,6648,3812,6836,9842,10757,7247,7786,10420,10425,9260,10603,9996,6998,10744,10558,10659,10141,10692,6170,6209,6740,10673,10350,7947,10527,11100,2727,7148,10606,6373,6636,9852,8503,8291,6124,9140,10987,10629,3318,10220,7010,9481,,5929,7950,6744,6761,6046,5183,10608,1460,6666,7282,10446,2160,6120,5023,7309,8736,10506,7394,6187,6483,6775,5588,5850,10744,4934,9239,6873,10126,10534,10595,4719,8902,10752,10265,6478,10356,2937,6534,6148,7495,6899,6135,6750,9639,6619,702,10809,11281,6253,6135,3935,11120,7420,10728,8860,10349,4496,6167,10927,4668,10600,5606,Bahia Blanca,10099,10425,6602,10605,9996,10826,5609,10990,6011,5863,8951,6732,6302,7381,4635,7113,9384,9970,10426,8857,10351,10360,6376
10773,12582,789,5480,4694,11584,13606,2361,2051,13957,13914,11001,13541,11737,2112,12486,13718,13645,11882,13104,2640,1323,4565,13808,14029,2088,12749,13780,8361,12723,13831,532,2738,11594,14136,10033,1238,11633,13721,13854,8952,11962,12643,11223,5939,,12672,4569,4586,11679,3476,13834,4552,807,2396,14237,3861,3433,3343,2423,10478,13533,1534,3164,1597,4604,458,964,13651,1056,14872,1013,11868,13695,13665,3826,10644,13164,12007,1593,14035,3308,4239,2716,2610,1039,2703,4575,12177,4355,5673,13390,13961,368,2702,9568,13800,2535,14589,10672,14028,4181,277,14090,3757,13760,654,El Ferrol,11841,13915,742,13831,11738,14131,724,13724,1126,977,10693,4557,1416,2495,3451,2228,11125,11712,13916,10669,14030,14038,535
12769,14577,5044,7503,516,13579,15601,6430,5445,15952,15910,12997,15536,13733,6180,14481,15713,15640,13878,15099,2319,5391,4,15804,16025,6047,14745,15776,9161,13582,15827,4647,3168,13590,14937,12029,5306,13628,15717,15850,9752,13958,13444,13218,6744,4569,14384,,78,12480,1635,15829,5357,5062,6464,16232,4664,1350,1803,6491,12473,15528,5494,1797,5665,120,4593,5032,15647,4397,15673,5074,13863,15690,15660,6290,12639,15159,14002,5661,16030,3841,694,2168,6678,5280,2155,6,14172,475,6478,15386,15956,4791,2154,10369,15796,6603,16584,12667,16024,6645,4798,16085,6220,15755,4723,Golden Pass,13836,15911,4998,15826,13733,16127,4792,15719,5194,5045,12688,49,5484,6563,2241,6296,13121,13707,15911,12664,16025,16034,4650
5434,3345,13385,7230,14477,6259,3523,13949,14587,3325,3351,5675,3381,6413,13699,3431,3376,3477,3524,3369,13811,12910,14381,3430,3322,14684,3202,3855,7464,1109,3362,13120,14178,2340,6037,4651,12825,1249,3742,3386,7904,6638,6233,5898,7950,12660,,14384,14401,6773,12824,3365,9116,13403,13983,3444,9796,13761,12664,14010,5139,3284,14131,13827,13184,14415,12298,12551,3549,11650,5569,13610,6543,3353,3414,9578,3396,3429,6682,13180,3327,10578,14175,13789,14197,13636,13776,14391,1938,14259,8410,3530,4036,12984,13775,7933,3875,14122,3979,2083,3321,8988,12898,3885,9605,3418,12309,Port Moresby,2881,3351,13339,3362,3027,3898,12311,3745,12713,12565,5354,14372,13004,14082,12275,13815,2909,6388,3352,2079,3322,3331,13123
12786,14594,5061,7520,559,13596,15619,6447,5462,15969,15927,13014,15553,13750,6197,14498,15730,15657,13895,15116,2336,5409,75,15821,16042,6064,14762,15793,9178,13599,15844,4664,3185,13607,14954,12046,5324,13645,15734,15867,9769,13975,13461,13235,6761,4586,14401,78,,12497,1652,15846,5374,5079,6481,16249,4682,1367,1820,6508,12490,15545,5511,1815,5682,163,4610,5049,15664,4414,15690,5091,13880,15707,15677,6307,12657,15176,14019,5678,16048,3858,711,2185,6695,5297,2172,85,14189,493,6495,15403,15974,4808,2172,10386,15813,6620,16601,12684,16041,6662,4816,16102,6238,15772,4740,Lake Charles,13854,15928,5015,15843,13750,16144,4809,15736,5211,5063,12705,29,5502,6580,2258,6313,13138,13725,15928,12681,16042,16051,4667
11465,7610,12382,8602,12572,12289,6502,12966,13528,6048,6131,11705,6521,12443,12717,7858,6439,6432,8930,7170,11906,11928,12477,6350,6001,13681,7347,6942,3638,6740,6283,12128,12373,8126,2612,10681,11843,7997,6818,6306,3223,12668,1105,11928,6046,11667,6773,12480,12497,,10919,6285,7211,12400,13001,5811,7891,11857,10759,13028,11169,6521,13128,11923,12202,12511,11314,11569,6453,10656,3352,12606,12573,6415,6405,10075,9291,7221,12712,12197,6006,8673,12270,11885,13215,12633,11872,12486,7776,12355,6505,6884,7122,11991,11871,2471,6962,13140,5575,8831,6000,9696,11905,6064,10038,6441,11327,Manzanillo,8242,6131,12336,6282,8388,5963,11329,6821,11731,11582,11384,12468,12021,13100,10371,12832,8803,12418,6132,8827,6001,6010,12131
11208,13016,4048,5942,1727,12018,14041,5225,4614,14391,14349,11436,13975,12172,4976,12920,14152,14079,12317,13538,1770,4187,1632,14243,14464,5128,13184,14215,7600,12021,14266,3673,2490,12029,13376,10468,4102,12067,14156,14289,8191,12397,11883,11657,5183,3476,12824,1635,1652,10919,,14268,3796,4066,5260,14671,3104,1215,202,5287,10913,13967,4575,1416,4461,1666,3413,3828,14086,3091,14112,4156,12302,14129,14099,4753,11079,13598,12441,4456,14470,2281,1435,1619,5474,4299,1606,1641,12611,1510,4917,13825,14396,3756,1605,8808,14235,5399,15023,11106,14463,5097,3711,14524,4683,14195,3522,Andres,12276,14350,4002,14265,12172,14566,3588,14158,3989,3841,11127,1623,4280,5359,707,5091,11560,12147,14350,11103,14465,14473,3676
5373,1495,14541,8385,15915,6198,437,15104,15742,299,254,5613,490,6351,14855,1743,189,318,2838,1037,15032,14066,15819,93,369,15840,1232,860,9558,3906,15,14276,15333,2447,4333,4589,13981,3090,736,48,9424,6576,5283,5837,10611,13815,3367,15823,15840,6293,14262,,11594,14559,15138,589,11660,15191,14102,15166,5078,388,15286,15199,14339,15854,13453,13707,403,12805,3699,14765,6482,220,254,10733,3199,1087,6621,14335,375,12016,15611,15070,15352,14791,15057,15829,2543,15698,11070,792,1040,14139,15056,8734,880,15277,1235,3623,368,10143,14053,726,10760,183,13464,Osaka,2202,255,14494,14,2349,768,13466,739,13868,13720,5292,15811,14159,15238,13714,14970,2711,6326,255,3620,370,379,14279
8540,10348,5262,3291,5449,9351,11373,5858,6399,11585,11590,8768,11307,9504,5609,10252,11485,11411,9649,10871,4783,4820,5353,11575,11516,6561,10516,11547,3893,8314,11598,4986,5250,9361,9668,7800,4735,9399,11488,11621,4484,9729,8175,8989,1460,4542,9116,5357,5374,7211,3796,11601,,5280,5892,11611,774,4734,3636,5920,8245,11300,6007,4800,5093,5388,4201,4461,11418,3547,10404,5486,9635,11461,11431,3482,8411,10930,9773,5089,11521,1550,5147,4762,6106,5512,4748,5363,9943,5232,1193,11157,11728,4866,4748,5100,11567,6031,11893,8439,11515,3391,4780,11856,3424,11527,4218,Guanabara Bay,9608,11590,5215,11598,9504,11898,4220,11491,4622,4474,8459,5345,4913,5992,3248,5724,8892,9479,11591,8435,11516,11525,4989
11510,13318,157,6217,5181,12320,14343,3098,1404,14693,14651,11738,14277,12474,2849,13222,14454,14381,12619,13840,3066,2060,5052,14545,14766,1367,13486,14517,9084,13460,14568,556,3023,12331,14860,10770,1975,12369,14458,14591,9675,12699,13367,11959,6669,812,13409,5056,5073,12403,4061,14570,5282,,3133,14973,4591,3889,3943,3160,11214,14269,813,3594,2334,5091,1195,1701,14388,1792,15596,304,12604,14431,14401,4563,11381,13900,12743,2329,14772,4033,4726,3142,3346,318,3129,5062,12913,4842,6403,14127,14698,679,3128,10292,14537,3271,15325,11408,14765,4917,817,14826,4493,14496,1391,Gate,12578,14652,164,14567,12474,14868,1461,14460,1862,1714,11429,5044,2153,3232,4102,2964,11862,12448,14652,11405,14766,14775,560
12090,13898,3093,6797,6593,12901,14923,977,4327,15274,15231,12318,14857,13054,980,13802,15035,14961,13199,14421,4656,1107,6465,15125,15346,4392,14066,15097,9688,14040,15148,2828,4758,12911,15464,11350,1362,12949,15038,15171,10279,13279,13971,12539,7287,2367,13989,6468,6486,13006,5265,15151,5898,3111,,15554,5212,5389,5112,132,11795,14850,3839,5129,1253,6503,1970,1466,14968,2411,16199,3317,13185,15011,14981,5143,11961,14480,13323,1220,15352,4720,6139,4730,1254,3344,4717,6475,13493,6255,7018,14707,15278,2691,4716,10896,15117,1185,15906,11989,15345,5498,2605,15406,5074,15077,1813,Krk Island,13158,15232,3047,15148,13054,15448,1689,15041,1435,1459,12009,6456,1358,1110,5139,843,12442,13029,15233,11985,15347,15355,2831
5777,1910,14944,8789,16319,6601,955,15508,16146,344,427,6017,920,6755,15258,2158,735,836,3242,1466,15435,14469,16223,646,294,16243,1647,1378,9231,3959,579,14679,15737,2774,3820,4993,14384,3402,1254,602,9001,6980,4802,6240,10446,14218,3444,16226,16244,5810,14666,581,11611,14962,15542,,12064,15594,14506,15569,5481,818,15690,15603,14743,16257,13857,14110,921,13209,3185,15169,6885,712,772,11137,3603,1517,7024,14739,299,12420,16014,15474,15756,15195,15461,16233,2813,16102,10905,1258,1558,14542,15460,8252,1398,15681,710,3935,292,10547,14457,616,11164,737,13868,Sendai,2606,428,14898,578,2753,516,13870,1257,14272,14123,5696,16214,14562,15641,14118,15374,3115,6730,428,3932,294,303,14682
8606,10415,4570,3346,4757,9417,11439,5171,5707,11790,11748,8834,11374,9570,4922,10319,11551,11478,9715,10937,4091,4133,4661,11641,11862,5869,10582,11613,4572,8993,11664,4294,4557,9427,10348,7866,4048,9466,11554,11688,5163,9795,8855,9056,2160,3851,9795,4664,4681,7891,3104,11667,774,4588,5206,12070,,4041,2944,5233,8311,11366,5316,4107,4407,4695,3514,3774,11484,2855,11084,4794,9701,11528,11498,3019,8477,10997,9840,4403,11868,858,4455,4069,5420,4821,4056,4671,10010,4539,1894,11223,11794,4175,4055,5780,11633,5345,12422,8505,11861,3061,4089,11923,2954,11593,3532,Bahia,9674,11748,4523,11664,9571,11964,3534,11557,3936,3787,8526,4652,4226,5305,2555,5038,8958,9545,11749,8502,11863,11871,4297
12137,13945,3877,6880,1475,12947,14969,5343,4271,15320,15278,12365,14904,13101,5094,13849,15081,15008,13246,14467,1122,4305,1347,15171,15393,4794,14113,15144,8538,12959,15195,3466,1977,12957,14314,11396,4220,12996,15084,15218,9129,13325,12821,12586,6120,3433,13761,1350,1367,11856,1215,15197,4734,3895,5378,15600,4041,,1190,5405,11841,14896,4241,596,4579,1385,3495,3946,15014,3386,15049,3821,13231,15058,15028,5439,12007,14527,13370,4574,15398,3229,1020,971,5592,4027,958,1356,13540,1136,5854,14754,15324,3641,958,9746,15164,5517,15952,12035,15391,5794,3659,15453,5369,15123,3636,Elba Is,13204,15279,3830,15194,13101,15495,3706,15087,4107,3959,12056,1338,4398,5477,1720,5209,12489,13075,15279,12032,15393,15402,3469
11048,12856,3930,5782,1895,11859,13881,5072,4529,14232,14189,11276,13815,12012,4823,12760,13993,13919,12157,13379,1738,4034,1800,14083,14304,5034,13024,14055,7441,11862,14106,3560,2451,11869,13217,10308,3949,11908,13996,14129,8032,12237,11723,11498,5023,3343,12664,1803,1820,10759,202,14109,3636,3948,5107,14512,2944,1190,,5134,10753,13808,4480,1390,4308,1834,3265,3675,13926,2925,13952,4061,12143,13969,13939,4568,10919,13439,12281,4303,14310,2121,1571,1587,5320,4181,1574,1809,12452,1678,4757,13665,14236,3631,1574,8648,14075,5246,14864,10947,14303,4914,3579,14364,4499,14035,3370,Panuelas,12116,14190,3883,14106,12012,14406,3435,13999,3836,3688,10967,1791,4127,5206,566,4938,11400,11987,14191,10944,14305,14313,3563
12114,13922,3117,6821,6617,12924,14947,1001,4351,15298,15255,12342,14881,13078,1004,13826,15059,14985,13223,14444,4680,1131,6489,15149,15370,4416,14090,15121,9712,14064,15172,2852,4782,12935,15488,11374,1386,12973,15062,15195,10303,13303,13995,12563,7311,2391,14013,6492,6510,13030,5289,15175,5922,3135,128,15578,5236,5413,5136,,11819,14874,3863,5153,1277,6527,1994,1490,14992,2435,16223,3341,13208,15035,15005,5167,11985,14504,13347,1244,15376,4744,6163,4754,1278,3368,4741,6499,13517,6279,7042,14731,15302,2715,4740,10920,15141,1209,15930,12013,15369,5522,2629,15430,5097,15101,1837,Rovigo,13182,15256,3071,15172,13078,15472,1713,15065,1459,1483,12033,6480,1382,1134,5163,867,12466,13053,15257,12009,15371,15379,2855
330,3835,11190,5034,12564,1205,4859,11753,12391,5210,5168,597,4794,1359,11504,3739,4971,4898,3136,4357,11681,10715,12469,5061,5282,12489,4002,5034,9939,6183,5085,10925,11982,3700,9234,516,10630,4127,4974,5108,10530,1584,10177,845,8735,10464,5139,12472,12489,11178,10911,5087,8243,11208,11788,5490,8309,11840,10751,11815,,4786,11936,11848,10989,12503,10102,10356,4904,9454,8600,11414,1489,4948,4918,7383,1897,4417,1629,10984,5288,8665,12260,11719,12001,11441,11706,12478,4361,12347,8722,4644,5214,10788,11706,11147,5053,11926,5842,3558,5281,6792,10702,5343,7410,5013,10113,Dabhol,3112,5168,11143,5084,3009,5384,10115,4977,10517,10369,249,12460,10808,11887,10363,11619,2379,1333,5169,3554,5283,5292,10928
5073,1187,14240,8085,15615,5897,332,14803,15442,528,483,5313,177,6051,14554,1434,265,347,2532,734,14731,13765,15519,355,598,15539,923,695,9729,3823,387,13975,15033,2213,4562,4289,13680,2867,582,407,9643,6276,5512,5536,10506,13514,3284,15522,15539,6521,13962,389,11294,14258,14838,818,11360,14890,13802,14865,4777,,14986,14899,14039,15553,13153,13406,358,12505,3927,14465,6181,242,303,10433,2899,785,6320,14035,604,11716,15310,14770,15052,14491,14757,15529,2346,15397,10965,521,875,13838,14756,8959,715,14977,1283,3400,597,9843,13753,774,10460,307,13164,Kagoshima,1918,483,14194,386,2065,816,13166,585,13568,13419,4992,15510,13858,14937,13413,14670,2411,6026,484,3397,599,607,13978
12231,14039,848,6938,5616,13041,15064,3819,1456,15414,15372,12459,14998,13195,3570,13943,15175,15102,13340,14561,3415,2781,5488,15266,15487,674,14207,15238,9805,14181,15289,1277,3262,13052,15581,11491,2696,13090,15179,15312,10396,13420,14088,12680,7390,1533,14130,5491,5508,13124,4572,15291,6003,819,3854,15694,5312,4239,4477,3881,11935,14990,,3944,3055,5526,1916,2422,15109,2513,16317,735,13325,15152,15122,5284,12102,14621,13464,3050,15493,4754,5161,3492,4067,688,3479,5497,13634,5277,7124,14848,15419,1400,3478,11013,15258,3993,16046,12129,15486,5638,1538,15547,5214,15217,2112,Swinoujscie,13299,15373,879,15288,13195,15589,2182,15181,2583,2435,12150,5479,2874,3953,4706,3685,12583,13169,15373,12126,15487,15496,1281
11284,13093,2287,5991,5788,12095,14117,1216,3521,14468,14426,11512,14052,12248,983,12997,14229,14156,12393,13615,3850,461,5659,14319,14540,3586,13260,14291,8882,13234,14342,2022,3952,12105,14658,10544,388,12144,14232,14366,9473,12473,13165,11734,6481,1562,13183,5663,5680,12201,4459,14345,5092,2305,1250,14748,4406,4583,4306,1277,10989,14044,3033,4323,,5698,1164,646,14162,1606,15394,2512,12379,14206,14176,4337,11155,13675,12518,46,14546,3914,5333,3924,1464,2538,3911,5669,12688,5449,6212,13901,14472,1886,3911,10090,14311,1389,15100,11183,14539,4692,1800,14601,4268,14271,1007,Panigaglia,12352,14426,2241,14342,12249,14642,883,14235,531,684,11204,5651,253,1349,4334,1082,11636,12223,14427,11180,14541,14550,2025
12145,13954,3583,6932,1923,12956,14978,5088,3977,15329,15287,12373,14913,13109,4839,13858,15090,15017,13254,14476,822,4050,1794,15180,15401,4500,14121,15152,8604,13025,15203,3172,1679,12966,14380,11405,3965,13005,15093,15227,9195,13334,12887,12595,6187,3164,13828,1798,1815,11923,1416,15206,4800,3601,5123,15609,4108,596,1391,5150,11850,14905,3947,,4324,1833,3235,3691,15023,3173,15116,3528,13240,15067,15037,5325,12016,14536,13379,4319,15407,3304,1468,671,5336,3733,658,1804,13549,1584,5921,14762,15333,3347,658,9812,15172,5262,15961,12044,15400,5680,3382,15462,5256,15132,3381,Cove Point,13213,15287,3536,15203,13110,15503,3451,15096,3852,3704,12065,1785,4143,5222,1900,4954,12497,13084,15288,12041,15402,15411,3175
12800,14608,5079,7534,449,13610,15632,6465,5480,15983,15941,13028,15567,13764,6215,14512,15744,15671,13909,15130,2354,5426,117,15835,16056,6082,14776,15807,9192,13613,15858,4682,3203,13620,14968,12059,5341,13659,15747,15881,9783,13988,13475,13249,6775,4604,14415,120,163,12511,1666,15860,5388,5097,6499,16263,4695,1385,1834,6526,12504,15559,5529,1833,5700,,4628,5067,15677,4432,15703,5109,13894,15721,15691,6325,12670,15190,14033,5696,16061,3872,729,2203,6713,5315,2190,126,14203,511,6508,15417,15987,4826,2189,10400,15827,6638,16615,12698,16055,6680,4833,16116,6256,15786,4758,Freeport,13867,15942,5033,15857,13764,16158,4827,15750,5229,5080,12719,134,5519,6598,2272,6331,13152,13738,15942,12695,16056,16065,4685
10399,12208,1156,5106,4718,11210,13232,1952,2390,13583,13541,10627,13167,11363,1703,12112,13344,13271,11508,12730,2753,914,4590,13434,13655,2455,12375,13406,7995,12349,13457,891,2851,11220,13771,9659,829,11259,13347,13481,8586,11588,12278,10849,5588,430,12298,4593,4610,11313,3413,13460,4201,1174,1987,13863,3514,3495,3265,2014,10104,13159,1902,3236,1188,4628,,555,13277,692,14506,1380,11494,13321,13291,3452,10270,12790,11633,1183,13661,3009,4263,2829,2200,1407,2816,4599,11803,4379,5322,13016,13587,754,2815,9203,13426,2126,14215,10298,13654,3807,668,13716,3383,13386,245,Sines,11467,13541,1110,13457,11364,13757,315,13350,716,568,10319,4581,1007,2086,3315,1818,10751,11338,13542,10295,13656,13664,894
