uuid,name,otherNames,capabilities,timeZone,loadDuration,dischargeDuration,cvValue,defaultStartTime,allowCooldown,defaultWindowSize,portCode,location.country,location.lat,location.lon,location.kind,kind
_g1jG9G3kEeGoB9CX9jdaHQ,Gulf Gateway Deepwater Port,,DISCHARGE,America/Chicago,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_g1jG9W3kEeGoB9CX9jdaHQ,Southern LNG,,DISCHARGE,America/New_York,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_g1juAG3kEeGoB9CX9jdaHQ,Trunkline LNG,,DISCHARGE,America/Chicago,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_g1juAW3kEeGoB9CX9jdaHQ,EcoElectrica LNG,,DISCHARGE,America/Puerto_Rico,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_g1juAm3kEeGoB9CX9jdaHQ,Sabine Pass LNG,,"LOAD,DISCHARGE",America/Chicago,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_g1juA23kEeGoB9CX9jdaHQ,Freeport LNG,,DISCHARGE,America/Chicago,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_g1juBG3kEeGoB9CX9jdaHQ,Everett Marine Terminal,,DISCHARGE,America/New_York,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_7P9JkajGEeG3pZJ5vTn7rA,Aliaga,,DISCHARGE,Europe/Istanbul,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_7P9JkqjGEeG3pZJ5vTn7rA,Costa Azul LNG Terminal,,LOAD,America/Mazatlan,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_7P9Jk6jGEeG3pZJ5vTn7rA,Dahej,,DISCHARGE,Asia/Calcutta,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_7P9JlKjGEeG3pZJ5vTn7rA,Damietta,,LOAD,Africa/Cairo,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_7P9JlajGEeG3pZJ5vTn7rA,Elba Island,,DISCHARGE,America/Chicago,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_7P9JlqjGEeG3pZJ5vTn7rA,Guangdong,,DISCHARGE,Asia/Shanghai,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_7P9Jl6jGEeG3pZJ5vTn7rA,Hazira - LNG Terminal,,DISCHARGE,Africa/Casablanca,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_7P9JmKjGEeG3pZJ5vTn7rA,Incheon,,DISCHARGE,Asia/Pyongyang,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_7P9JmajGEeG3pZJ5vTn7rA,Mina Al Ahmadi,,DISCHARGE,Asia/Kuwait,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_7P9JmqjGEeG3pZJ5vTn7rA,Montoir,,DISCHARGE,Europe/Paris,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_7P9Jm6jGEeG3pZJ5vTn7rA,Ogishima - Tokyo Gas LNG Berth,,DISCHARGE,Asia/Tokyo,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_7P9woKjGEeG3pZJ5vTn7rA,Pascagoula,,DISCHARGE,America/Chicago,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_7P9woajGEeG3pZJ5vTn7rA,Pyeongtaek,,DISCHARGE,Asia/Seoul,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_7P9woqjGEeG3pZJ5vTn7rA,Sakai,,DISCHARGE,Asia/Tokyo,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_7P9wo6jGEeG3pZJ5vTn7rA,Tong Yong,,DISCHARGE,Asia/Seoul,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_7P9wpKjGEeG3pZJ5vTn7rA,Yung An,,DISCHARGE,Asia/Taipei,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_7P9wpajGEeG3pZJ5vTn7rA,Tobata,,DISCHARGE,Asia/Tokyo,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_7P9wpqjGEeG3pZJ5vTn7rA,Bintulu,,LOAD,Asia/Kuching,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_7P9wp6jGEeG3pZJ5vTn7rA,Lake Charles,,DISCHARGE,America/North_Dakota/New_Salem,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
_7P9wqKjGEeG3pZJ5vTn7rA,Isle of Grain,,DISCHARGE,Europe/London,24,24,22.8,7,false,7,,,0.0,0.0,Location,Port
