name,allowRewiring,allowedVessels,buy.name,buy.date,buy.time,buy.windowSize,buy.duration,buy.min,buy.max,buy.optional,buy.price,buy.cargoCV,buy.arriveCold,buy.DES,buy.contract,buy.port,buy.kind,sell.name,sell.date,sell.time,sell.windowSize,sell.duration,sell.min,sell.max,sell.optional,sell.price,sell.FOB,sell.contract,sell.port,sell.kind,kind
cargo-22,false,,load-cargo-22,2011-02-11,,,,,200000,false,,,,false,JCC Spot Purchase,Idku LNG,LoadSlot,discharge-cargo-22,2011-03-07,,,,,200000,false,,false,JCC Sales,Pyeongtaek,DischargeSlot,Cargo
cargo-32,true,,load-cargo-32,2010-12-31,,,,,200000,false,,,,false,JCC Spot Purchase,Punta Europa LNG,LoadSlot,discharge-cargo-32,2011-02-13,,,,,200000,false,,false,JCC Sales,Pyeongtaek,DischargeSlot,Cargo
cargo-48,false,,load-cargo-48,2011-02-07,,,,,200000,false,,,,false,HH Spot Purchase,Point Fortin,LoadSlot,discharge-cargo-48,2011-03-15,,,,,200000,false,,false,JCC Sales,Pyeongtaek,DischargeSlot,Cargo
cargo-50,,,load-cargo-50,2011-02-15,,,,,200000,false,,,,false,JCC Spot Purchase,Idku LNG,LoadSlot,discharge-cargo-50,2011-03-05,,,,,200000,false,,false,JCC Sales,Pyeongtaek,DischargeSlot,Cargo
cargo-70,,,load-cargo-70,2010-11-29,,,,,200000,false,,,,false,JCC Spot Purchase,Punta Europa LNG,LoadSlot,discharge-cargo-70,2011-01-15,,,,,200000,false,,false,JCC Sales,Pyeongtaek,DischargeSlot,Cargo
cargo-12,,,load-cargo-12,2011-04-13,,,,,200000,false,,,,false,HH Spot Purchase,Point Fortin,LoadSlot,discharge-cargo-12,2011-04-30,,,,,200000,false,,false,JCC Sales,Quintero Bay LNG,DischargeSlot,Cargo
cargo-30,,,load-cargo-30,2011-05-20,,,,,200000,false,,,,false,JCC Spot Purchase,Punta Europa LNG,LoadSlot,discharge-cargo-30,2011-06-11,,,,,200000,false,,false,JCC Sales,Quintero Bay LNG,DischargeSlot,Cargo
cargo-39,,,load-cargo-39,2010-12-08,,,,,200000,false,,,,false,JCC Spot Purchase,Punta Europa LNG,LoadSlot,discharge-cargo-39,2011-01-01,,,,,200000,false,,false,JCC Sales,Quintero Bay LNG,DischargeSlot,Cargo
cargo-60,,,load-cargo-60,2011-06-06,,,,,200000,false,,,,false,HH Spot Purchase,Point Fortin,LoadSlot,discharge-cargo-60,2011-06-28,,,,,200000,false,,false,JCC Sales,Quintero Bay LNG,DischargeSlot,Cargo
cargo-66,,,load-cargo-66,2011-05-16,,,,,200000,false,,,,false,JCC Spot Purchase,Punta Europa LNG,LoadSlot,discharge-cargo-66,2011-06-17,,,,,200000,false,,false,JCC Sales,Tobata,DischargeSlot,Cargo
cargo-9,,,load-cargo-9,2011-04-13,,,,,200000,false,,,,false,JCC Spot Purchase,Punta Europa LNG,LoadSlot,discharge-cargo-9,2011-05-10,,,,,200000,false,,false,JCC Sales,Yung An,DischargeSlot,Cargo
cargo-71,,,load-cargo-71,2011-02-16,,,,,200000,false,,,,false,JCC Spot Purchase,Punta Europa LNG,LoadSlot,discharge-cargo-71,2011-03-17,,,,,200000,false,,false,JCC Sales,Yung An,DischargeSlot,Cargo
cargo-31,false,,load-cargo-31,2011-01-23,,,,,,false,,,,false,NBP Spot Purchase,Punta Europa LNG,LoadSlot,discharge-cargo-31,2011-03-07,,,,,,false,,false,JCC Sales,Freeport LNG,DischargeSlot,Cargo
1 Bonny,,,load-1 Bonny,2010-11-15,,,,,,false,,,,false,HH Spot Purchase,Bonny Nigeria,LoadSlot,discharge-1 Bonny,2010-11-25,,,,,,false,,false,NBP Sales,Isle of Grain,DischargeSlot,Cargo
2 Bonny,,,load-2 Bonny,2010-12-15,,,,,,false,,,,false,HH Spot Purchase,Bonny Nigeria,LoadSlot,discharge-2 Bonny,2010-12-25,,,,,,false,,false,NBP Sales,Isle of Grain,DischargeSlot,Cargo
3 Bonny,true,,load-3 Bonny,2011-01-15,,,,,,false,,,,false,HH Spot Purchase,Bonny Nigeria,LoadSlot,discharge-3 Bonny,2011-01-25,,,,,,false,,false,NBP Sales,Isle of Grain,DischargeSlot,Cargo
5 Bonny,,,load-5 Bonny,2011-03-15,,,,,,false,,,,false,HH Spot Purchase,Bonny Nigeria,LoadSlot,discharge-5 Bonny,2011-03-25,,,,,,false,,false,NBP Sales,Isle of Grain,DischargeSlot,Cargo
6 Bonny,,,load-6 Bonny,2011-04-15,,,,,,false,,,,false,HH Spot Purchase,Bonny Nigeria,LoadSlot,discharge-6 Bonny,2011-04-25,,,,,,false,,false,NBP Sales,Isle of Grain,DischargeSlot,Cargo
7 Bonny,,,load-7 Bonny,2011-05-15,,,,,,false,,,,false,HH Spot Purchase,Bonny Nigeria,LoadSlot,discharge-7 Bonny,2011-05-25,,,,,,false,,false,NBP Sales,Isle of Grain,DischargeSlot,Cargo
8 Bonny,,,load-8 Bonny,2011-06-15,,,,,,false,,,,false,HH Spot Purchase,Bonny Nigeria,LoadSlot,discharge-8 Bonny,2011-06-25,,,,,,false,,false,NBP Sales,Isle of Grain,DischargeSlot,Cargo
4 Bonny,true,,4 Bonny,2011-02-15,,,,,,false,,,,false,HH Spot Purchase,Bonny Nigeria,LoadSlot,discharge-4 Bonny DES,2011-02-25,,,,,,false,,false,NBP Sales,Isle of Grain,DischargeSlot,Cargo
