name,location.name,location.otherNames,capabilities,location.timeZone,loadDuration,dischargeDuration,cvValue,defaultStartTime,allowCooldown,defaultWindowSize,location.country,location.lat,location.lon,location.kind,kind,location.mmxId
Montoir,Montoir,,DISCHARGE,Europe/Paris,24,24,22.8,7,FALSE,7,France,0,0,Location,Port,L_FR_Monto
Ogishima - Tokyo Gas LNG Berth,Ogishima - Tokyo Gas LNG Berth,,DISCHARGE,Asia/Tokyo,24,24,22.8,7,FALSE,7,Japan,0,0,Location,Port,L_JP_Ohgis
Pascagoula,Pascagoula,,DISCHARGE,America/Chicago,24,24,22.8,7,FALSE,7,United States,0,0,Location,Port,L_US_Pasca
Pyeongtaek,Pyeongtaek,,DISCHARGE,Asia/Seoul,24,24,22.8,7,FALSE,7,South Korea,0,0,Location,Port,L_KR_Pyeon
Sakai,Sakai,,DISCHARGE,Asia/Tokyo,24,24,22.8,7,FALSE,7,Japan,0,0,Location,Port,L_JP_Sakai
Tong Yong,Tong Yong,,DISCHARGE,Asia/Seoul,24,24,22.8,7,FALSE,7,South Korea,0,0,Location,Port,L_KR_TongY
Yung An,Yung An,,DISCHARGE,Asia/Taipei,24,24,22.8,7,FALSE,7,Taiwan,0,0,Location,Port,L_TW_YungA
Tobata,Tobata,,DISCHARGE,Asia/Tokyo,24,24,22.8,7,FALSE,7,Japan,0,0,Location,Port,L_JP_Tobat
Bintulu,Bintulu,,LOAD,Asia/Kuching,24,24,22.8,7,FALSE,7,Malaysia,0,0,Location,Port,L_MY_Bintu
Lake Charles,Lake Charles,,DISCHARGE,America/North_Dakota/New_Salem,24,24,22.8,7,FALSE,7,United States,0,0,Location,Port,L_US_LakeC
Isle of Grain,Isle of Grain,,DISCHARGE,Europe/London,24,24,22.8,7,FALSE,7,United Kingdom,0,0,Location,Port,L_GB_Isleo
