name,allowRewiring,buy.name,buy.date,buy.time,buy.windowSize,buy.duration,buy.min,buy.max,buy.optional,buy.price,buy.cargoCV,buy.arriveCold,buy.DES,buy.contract,buy.port,buy.kind,sell.name,sell.date,sell.time,sell.windowSize,sell.duration,sell.min,sell.max,sell.optional,sell.price,sell.FOB,sell.contract,sell.port,sell.kind,kind
cargo-22,FALSE,cargo-22,11/02/2011,,,,,200000,FALSE,,,,FALSE,JCC Spot Purchase,Idku LNG,LoadSlot,discharge-cargo-22,07/03/2011,,,,,200000,FALSE,,FALSE,JCC Sales,Pyeongtaek,DischargeSlot,Cargo
cargo-32,TRUE,cargo-32,31/12/2010,,,,,200000,FALSE,,,,FALSE,JCC Spot Purchase,Punta Europa LNG,LoadSlot,discharge-cargo-32,13/02/2011,,,,,200000,FALSE,,FALSE,JCC Sales,Pyeongtaek,DischargeSlot,Cargo
cargo-48,FALSE,cargo-48,07/02/2011,,,,,200000,FALSE,,,,FALSE,HH Spot Purchase,Point Fortin,LoadSlot,discharge-cargo-48,15/03/2011,,,,,200000,FALSE,,FALSE,JCC Sales,Pyeongtaek,DischargeSlot,Cargo
cargo-50,,cargo-50,15/02/2011,,,,,200000,FALSE,,,,FALSE,JCC Spot Purchase,Idku LNG,LoadSlot,discharge-cargo-50,05/03/2011,,,,,200000,FALSE,,FALSE,JCC Sales,Pyeongtaek,DischargeSlot,Cargo
cargo-70,,cargo-70,29/11/2010,,,,,200000,FALSE,,,,FALSE,JCC Spot Purchase,Punta Europa LNG,LoadSlot,discharge-cargo-70,15/01/2011,,,,,200000,FALSE,,FALSE,JCC Sales,Pyeongtaek,DischargeSlot,Cargo
cargo-12,,cargo-12,13/04/2011,,,,,200000,FALSE,,,,FALSE,HH Spot Purchase,Point Fortin,LoadSlot,discharge-cargo-12,30/04/2011,,,,,200000,FALSE,,FALSE,JCC Sales,Quintero Bay LNG,DischargeSlot,Cargo
cargo-30,,cargo-30,20/05/2011,,,,,200000,FALSE,,,,FALSE,JCC Spot Purchase,Punta Europa LNG,LoadSlot,discharge-cargo-30,11/06/2011,,,,,200000,FALSE,,FALSE,JCC Sales,Quintero Bay LNG,DischargeSlot,Cargo
cargo-39,,cargo-39,08/12/2010,,,,,200000,FALSE,,,,FALSE,JCC Spot Purchase,Punta Europa LNG,LoadSlot,discharge-cargo-39,01/01/2011,,,,,200000,FALSE,,FALSE,JCC Sales,Quintero Bay LNG,DischargeSlot,Cargo
cargo-60,,cargo-60,06/06/2011,,,,,200000,FALSE,,,,FALSE,HH Spot Purchase,Point Fortin,LoadSlot,discharge-cargo-60,28/06/2011,,,,,200000,FALSE,,FALSE,JCC Sales,Quintero Bay LNG,DischargeSlot,Cargo
cargo-66,,cargo-66,16/05/2011,,,,,200000,FALSE,,,,FALSE,JCC Spot Purchase,Punta Europa LNG,LoadSlot,discharge-cargo-66,17/06/2011,,,,,200000,FALSE,,FALSE,JCC Sales,Tobata,DischargeSlot,Cargo
cargo-9,,cargo-9,13/04/2011,,,,,200000,FALSE,,,,FALSE,JCC Spot Purchase,Punta Europa LNG,LoadSlot,discharge-cargo-9,10/05/2011,,,,,200000,FALSE,,FALSE,JCC Sales,Yung An,DischargeSlot,Cargo
cargo-71,,cargo-71,16/02/2011,,,,,200000,FALSE,,,,FALSE,JCC Spot Purchase,Punta Europa LNG,LoadSlot,discharge-cargo-71,17/03/2011,,,,,200000,FALSE,,FALSE,JCC Sales,Yung An,DischargeSlot,Cargo
cargo-31,FALSE,cargo-31,23/01/2011,,,,,,FALSE,,,,FALSE,NBP Spot Purchase,Punta Europa LNG,LoadSlot,discharge-cargo-31,07/03/2011,,,,,,FALSE,,FALSE,JCC Sales,Freeport LNG,DischargeSlot,Cargo
1 Bonny,,1 Bonny,15/11/2010,,,,,,FALSE,,,,FALSE,HH Spot Purchase,Bonny Nigeria,LoadSlot,discharge-1 Bonny,25/11/2010,,,,,,FALSE,,FALSE,NBP Sales,Isle of Grain,DischargeSlot,Cargo
2 Bonny,,2 Bonny,15/12/2010,,,,,,FALSE,,,,FALSE,HH Spot Purchase,Bonny Nigeria,LoadSlot,discharge-2 Bonny,25/12/2010,,,,,,FALSE,,FALSE,NBP Sales,Isle of Grain,DischargeSlot,Cargo
3 Bonny,TRUE,3 Bonny,15/01/2011,,,,,,FALSE,,,,FALSE,HH Spot Purchase,Bonny Nigeria,LoadSlot,discharge-3 Bonny,25/01/2011,,,,,,FALSE,,FALSE,NBP Sales,Isle of Grain,DischargeSlot,Cargo
5 Bonny,,5 Bonny,15/03/2011,,,,,,FALSE,,,,FALSE,HH Spot Purchase,Bonny Nigeria,LoadSlot,discharge-5 Bonny,25/03/2011,,,,,,FALSE,,FALSE,NBP Sales,Isle of Grain,DischargeSlot,Cargo
6 Bonny,,6 Bonny,15/04/2011,,,,,,FALSE,,,,FALSE,HH Spot Purchase,Bonny Nigeria,LoadSlot,discharge-6 Bonny,25/04/2011,,,,,,FALSE,,FALSE,NBP Sales,Isle of Grain,DischargeSlot,Cargo
7 Bonny,,7 Bonny,15/05/2011,,,,,,FALSE,,,,FALSE,HH Spot Purchase,Bonny Nigeria,LoadSlot,discharge-7 Bonny,25/05/2011,,,,,,FALSE,,FALSE,NBP Sales,Isle of Grain,DischargeSlot,Cargo
8 Bonny,,8 Bonny,15/06/2011,,,,,,FALSE,,,,FALSE,HH Spot Purchase,Bonny Nigeria,LoadSlot,discharge-8 Bonny,25/06/2011,,,,,,FALSE,,FALSE,NBP Sales,Isle of Grain,DischargeSlot,Cargo
4 Bonny,TRUE,4 Bonny,15/02/2011,,,,,,FALSE,,,,FALSE,HH Spot Purchase,Bonny Nigeria,LoadSlot,discharge-4 Bonny DES,25/02/2011,,,,,,FALSE,,FALSE,NBP Sales,Isle of Grain,DischargeSlot,Cargo
