from,Aliaga,Altamira,Andres,Arzew,Bahia,Bahia Blanca,Balhaf,Barcelona,Bilbao,Bintulu,Bioko Is,Blang Lacang,Bonny Is,Bontang,Cameron,Canaport,Cape Town,Cartagena,Chita,Costa Azul,Cove Point,Dabhol,Dahej,Dalian,Damietta,Dampier,Darwin,Das Is,Dragon LNG,Dubai,El Ferrol,Elba Is,Escobar,Everett,Fos Sur Mer,Freeport,Fujian,Fukuoko,Futtsu,Gate,Gibraltar,Gladstone,Golden Pass,Guanabara Bay,Guangdong Dapeng,Gwangyang,Haikou,Hatsukaichi,Hazira,Heibei,Higashi-Ogishima,Himeji,Huelva,Idku,Incheon,Iran,Isle of Grain,Jiangsu,Kagoshima,Karachi,Kawagoe,Kenai,Kitimat,Kochi,Krk Island,Lake Charles,Livorno,Lumut,Manzanillo,Map Ta Phut,Marmara Ereglisi,Marsa el Brega,Mejillones,Melkoya Is,Mina Al-Ahmadi,Mizushima,Montoir,Nagasaki,Negishi,Neptune,Niigata,North East Gateway,Oita,Osaka,Pampa Melchorita,Panigaglia,Panuelas,Pascagoula,Pecem,Pluto,Point Fortin,Port Arthur,Port Dolphin,Port Moresby,Pyeongtaek,Qalhat,Quebec,Quintero,Ras Laffan,Revithoussa,Rovigo,Sabine Pass,Sagunto,Sakai,Sakhalin II,Senboku,Sendai,Shanghai,Shimizu,Shin-minato,Shtokman,Sines,Singapore,Skikda,Sodegaura,South Hook,Soyo,Swinoujscie,Taichung,Tangguh,Teeside,Tenerife,Tobata,Tongyeong,Wilhelmshaven,Yanai,Yokkaichi,Yokohama,Yung An,Zeebrugge
Teeside,3291,5199,4156,1907,4784,6862,12936,2168,1010,12667,4756,11574,4686,12524,5062,2999,6410,1894,14844,13560,3527,11407,11703,14730,3539,11601,12562,12641,753,12513,1005,3823,6596,3075,2346,5109,14093,14574,14959,303,1653,13652,5074,5475,13511,14536,13415,14689,11622,14890,14964,14784,1584,3464,14653,12797,326,14710,14462,11931,14845,15789,15053,10963,3326,5091,2522,12770,12596,12812,3425,3042,9868,1224,12892,14738,872,14470,14958,3062,15061,3061,14624,14763,10485,2527,4060,4860,4226,11598,4289,5081,4745,13601,14651,12152,2840,9277,12667,3157,3353,5071,2055,14760,15518,14761,15166,14320,14886,15019,1289,1388,12055,2253,14968,749,5110,736,14033,13106,,1985,14594,14581,365,14647,14845,14959,13679,357
Tenerife,2376,4532,3101,991,2851,4931,10982,1252,1288,10713,2802,9619,2732,10569,4395,2767,4456,978,12890,11617,3183,9453,9748,12776,2624,9647,10608,10687,1514,10559,1050,3396,4664,2832,1430,4442,12139,12620,13005,1794,738,11698,4407,3544,11557,12581,11461,12735,9668,12936,13010,12830,724,2549,12699,10843,1776,12756,12508,9977,12891,13845,13110,9008,2410,4424,1607,10816,10652,10858,2509,2126,7925,2976,10937,12783,1374,12516,13003,2819,13107,2819,12670,12809,8542,1611,2935,4193,2496,9644,2849,4413,4077,11647,12696,10198,2935,7334,10713,2242,2437,4404,1140,12806,13564,12807,13212,12366,12932,13065,3075,698,10101,1337,13014,1511,3156,2521,12079,11152,2000,,12640,12626,2026,12693,12890,13005,11724,1729
Tobata,14935,15747,14093,13551,11492,10595,6452,13812,13884,2205,10565,3031,10592,2381,15642,14863,8217,13538,438,5382,15031,4909,5205,627,15183,3588,3054,6157,14110,6029,13646,15022,11054,14901,13990,15685,890,65,553,14390,13298,3953,15654,11425,1318,184,1566,126,5124,788,559,230,13296,15109,486,6313,14372,607,302,5445,439,3740,4375,4421,14970,15671,14166,2058,6404,2664,15069,14686,9580,15574,6408,178,13970,164,552,14888,515,14888,82,254,8846,14171,13934,15529,11848,3584,13545,15660,15442,3414,484,5668,15164,9729,6183,14801,14997,15651,13699,253,982,254,773,540,483,473,15671,13285,2543,13897,562,14107,9975,15118,839,2525,14596,12636,,151,14623,81,438,554,1055,14326
Tongyeong,14921,15733,14079,13537,11478,10743,6438,13798,13870,2192,10551,3017,10578,2368,15628,14849,8203,13524,586,5430,15017,4895,5191,583,15170,3574,3086,6144,14096,6015,13632,15008,11203,14887,13976,15671,862,149,701,14376,13284,4088,15640,11412,1305,123,1552,274,5110,744,707,378,13282,15095,442,6299,14358,563,357,5431,587,3788,4423,4407,14956,15657,14152,2045,6452,2650,15055,14672,9628,15560,6394,326,13956,179,700,14874,577,14874,230,403,8894,14157,13920,15515,11834,3571,13531,15647,15428,3549,440,5654,15150,9878,6169,14787,14983,15637,13685,402,1014,402,921,505,631,540,15657,13271,2529,13883,711,14093,9961,15104,818,2580,14582,12622,150,,14609,230,587,702,1041,14312
Wilhelmshaven,3334,5404,4297,1950,4827,6906,12979,2211,1053,12710,4799,11617,4730,12567,5267,3204,6453,1937,14887,13603,3732,11451,11746,14773,3583,11645,12605,12685,796,12557,1048,4028,6639,3280,2389,5314,14136,14617,15002,335,1697,13696,5279,5519,13554,14579,13458,14733,11665,14934,15008,14827,1627,3508,14697,12841,385,14753,14506,11974,14889,15832,15096,11006,3369,5297,2565,12814,12639,12855,3468,3085,9912,1294,12935,14781,915,14513,15001,3267,15104,3267,14667,14807,10528,2570,4179,5066,4269,11641,4338,5286,4950,13645,14694,12196,3045,9321,12710,3200,3396,5276,2098,14804,15562,14804,15210,14363,14930,15062,1241,1431,12098,2296,15011,793,5154,688,14077,13149,364,2029,14637,14624,,14691,14888,15003,13722,401
Yanai,14988,15800,14147,13604,11545,10558,6505,13865,13938,2242,10618,3084,10645,2366,15695,14916,8270,13591,400,5429,15084,4962,5258,707,15237,3550,3017,6211,14163,6082,13699,15075,11017,14955,14043,15738,964,145,516,14443,13351,3915,15707,11479,1372,264,1619,60,5177,867,521,164,13349,15162,566,6366,14425,687,265,5498,401,3820,4455,4474,15023,15724,14220,2095,6439,2717,15122,14739,9570,15627,6461,112,14023,244,515,14942,595,14941,54,189,8880,14224,13987,15582,11901,3547,13598,15714,15495,3376,563,5721,15217,9692,6236,14854,15050,15704,13753,188,1062,188,735,619,446,553,15724,13338,2596,13950,525,14160,10028,15171,913,2487,14650,12690,82,230,14676,,401,516,1108,14379
Yokkaichi,15184,15995,14342,13800,11740,10425,6701,14061,14133,2430,10813,3279,10840,2498,15891,15112,8465,13787,9,5124,15279,5158,5453,1060,15432,3670,3137,6406,14359,6278,13895,15271,10885,15150,14239,15934,1180,499,210,14639,13546,3876,15903,11591,1586,618,1834,400,5372,1221,216,265,13544,15357,920,6562,14621,1040,481,5693,8,3539,4174,4669,15219,15920,14415,2283,6133,2919,15318,14935,9324,15822,6656,309,14219,583,209,15137,904,15136,374,244,8575,14420,14182,15778,12096,3667,13794,15909,15691,3351,917,5917,15413,9423,6431,15050,15246,15899,13948,241,1090,242,430,922,135,907,15920,13533,2791,14146,219,14356,10223,15366,1130,2572,14845,12885,435,584,14871,397,,211,1323,14574
Yokohama,15300,16112,14458,13916,11857,10352,6817,14177,14249,2546,10930,3396,10957,2572,16007,15228,8582,13903,206,4994,15396,5274,5570,1177,15548,3735,3202,6522,14475,6394,14011,15387,10811,15266,14355,16050,1296,615,10,14755,13663,3839,16019,11517,1703,734,1951,516,5489,1338,12,381,13661,15474,1036,6678,14737,1157,597,5810,208,3409,4043,4786,15335,16036,14531,2399,6004,3035,15434,15051,9194,15939,6773,426,14335,699,9,15253,774,15253,491,361,8445,14536,14299,15894,12213,3732,13910,16026,15807,3324,1034,6033,15529,9295,6548,15166,15362,16016,14064,358,959,358,299,1038,123,874,16036,13650,2908,14262,16,14472,10340,15483,1245,2621,14961,13001,552,701,14988,514,207,,1440,14691
Yung An,14020,14831,13178,12636,10576,10527,5537,12897,12969,1333,9650,2115,9677,1512,14727,13948,7301,12623,1324,6340,14115,3994,4289,1191,14268,2719,2439,5242,13195,5114,12731,14107,10986,13986,13075,14770,554,1035,1440,13475,12382,3742,14739,10510,343,997,600,1151,4209,1352,1445,1250,12380,14193,1115,5398,13457,1171,924,4529,1325,4743,5378,3505,14055,14756,13251,1186,7347,1748,14154,13771,10304,14658,5492,1199,13055,931,1439,13973,1522,13973,1085,1233,9752,13256,13018,14614,10932,2716,12630,14745,14527,3202,1112,4753,14249,10024,5268,13886,14082,14736,12784,1230,1980,1231,1647,781,1366,1480,14756,12369,1627,12982,1449,13192,9059,14202,494,1985,13681,11721,1055,1042,13708,1109,1325,1440,,13410
Zeebrugge,3037,5120,4000,1653,4530,6609,12682,1914,756,12413,4502,11320,4433,12270,4983,3005,6156,1640,14590,13306,3533,11154,11449,14476,3286,11348,12309,12388,499,12260,751,3829,6342,3081,2092,5030,13840,14320,14705,146,1400,13399,4995,5222,13257,14282,13161,14436,11368,14637,14711,14530,1330,3211,14400,12544,130,14456,14209,11677,14592,15535,14800,10709,3072,5012,2268,12517,12342,12558,3171,2788,9615,1458,12638,14484,618,14216,14704,3068,14807,3067,14370,14510,10231,2273,3882,4781,3972,11345,4041,5001,4665,13348,14397,11899,2962,9024,12413,2903,3099,4992,1802,14507,15265,14507,14913,14066,14633,14765,1427,1134,11801,1999,14714,496,4857,873,13780,12853,352,1732,14340,14327,378,14394,14591,14706,13425,
